INVESTIGATION_ID,Location,Sublocation,Desc,Status
5426525,Entranceway,,"Dwelling unit is not connected by two way voice communication system and security locking release mechanism to the principle entrance of the building.Namely, the intercom system is unable to connect to tenants. ",Closed
5426525,Exterior Of Building,,"Exterior window(s) with broken/cracked glass.Namely, there are a number of broken windows throughout the building. ",Closed
5426525,Exterior Of Building,,"Exterior window or skylight not maintained in good repair.Namely, the window frames throughout the property are deteriorated and have peeling paint. ",Closed
5426525,Exterior Of Building,,"The surface of a window is not kept reasonably clean.Namely, a number of exterior windows are not clean. ",Closed
5426525,Exterior Of Building,,"Dwelling unit window that is capable of being opened has screen that is not maintained in good repair and free from defects or missing components.Namely, a number of window screens are broken, damaged, and/or missing. ",Closed
5426526,Stairway,,"Height of handrail on stairs or ramp is less than the minimum 800mm.Namely, the height of the handrails in both stairwells is less than 800mm. ",Closed
5426526,Stairway,,"The stair guard when measured vertically from the stair nosing is less than 900 millimetres high.Namely, the guards along the stairs are less than 900mm. ",Closed
5426526,Stairway,,"Guard is less than 1,070 millimetres high.Namely, the guard height on the landings are less than 1,070 mm. ",Closed
5426526,Throughout Building,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, the walls and baseboards are cracked, damaged, and deteriorated in a number of areas throughout the building. ",Closed
5426526,Throughout Building,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely, there are a number of areas where the ceiling is cracked, damaged, and deteriorated throughout the building. ",Closed
5426526,Throughout Building,,"Interior door is not a good fit in its frame.Namely, there a number of doors in the common areas that have gaps between the door and the frame. ",Closed
5426526,Throughout Building,,"Interior door(s), frames(s), glass pane(s), and/or hardware not maintained in good repair.Namely, there are a number of doors and frames in the common areas that are deteriorated and the glass is broken. ",Closed
5426526,Stairway,,"The guards and/or other appurtenant attachments and/or their supporting structural members are not maintained in good repair.Namely, the guards and their attachments in both stairwells are deteriorated and the finish is damaged. ",Closed
5426526,Stairway,,"The floor and every appurtenance, surface cover and finish is not maintained. Namely, the floor in the North side stairwell is damaged and deteriorated. ",Closed
5426526,Stairway,,"The treads and/or other appurtenant attachments and/or their supporting structural members are not maintained in good repair.Namely, the tread in the North stairwell is damaged and deteriorated. ",Closed
5431114,Throughout Dwelling Unit,,"The floor and every appurtenance, surface cover and finish is not maintained. ",Closed
5431114,Kitchen,,Repair(s) does not reasonably match existing ceiling(s).,Closed
5433015,Front West,,"The (stairs, treads, risers, guards, handrails, and/or other appurtenant attachments) and/or their supporting structural members are not maintained in good repair.",Closed
5433015,Front West,,"The handrails, and/or other appurtenant attachments and/or their supporting structural members are not maintained in a safe condition.",Closed
5450797,Laundry Room,,"Laundry room and the facilities, amenities and associated equipment is not maintained in a clean condition.",Open
5434099,Roof Of Building,,"The roof or one of it's components is not free from loose, unsecured or unsafe objects and/or materials.",Closed
5459218,Bedroom(s),,"Exterior window not maintained weather-tight. Namely: Window(s) throughout unit found in state of disrepair (not weather-tight, causing leaks). ",Open
5459218,Bedroom Window Sills ,,The property is not maintained and/or kept clean in accordance with the standards. Namely: Bedroom window sills throughout unit found in state of disrepair (covered in a black like substance).,Open
5459231,Unit Interior ,,The property is not being kept free of pests. Namely: Unit infested with mice/rats. ,Closed
5459240,Unit Interior ,,The property is not being kept free of pests. Namely: Evidence of rat/mice infestation observed.,Closed
5462486,Washroom,,The plumbing system is not kept in good working order.,Open
5438592,Throughout Building,,"The required guard has members, attachments or openings that will facilitate climbing.Namely: Currently installed guards on landings and the steps facilitate climbing.",Closed
5438592,Throughout Building,,The stair guard when measured vertically from the stair nosing is less than 900 millimetres high.Namely: Currently installed guards measured vertically from the stair nosing are approximately 840 mm in height.,Closed
5438592,Throughout Building,,Required guard does not prevent the passage of a spherical object having a diameter of 100 millimetres.Namely: Currently installed guards do not prevent the passage of a sphere object having a diameter of 100 mm.,Closed
5438592,Throughout Building,,"Guard is less than 1,070 millimetres high.Namely: Currently installed guards at the landings are approximately 890 mm in height.",Closed
5443954,Bathroom,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Closed
5443954,Dwelling Unit,,The ventilation system or unit is not kept in good repair and maintained in good working condition at all times.,Closed
5443954,Kitchen,,"The floor and every appurtenance, surface cover and finish is not maintained. ",Closed
5440694,"Entrance Lobby, South/North Stairwell(s), Hallway(s)","Ceiling Repair Near Unit(s): 10, 16, 18, 19, 24, 26, 29.  ","Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Namely: Ceiling(s) found in state of disrepair. ",Closed
5440694,Ground Floor / North Stairwell Landing,West Wall (Near Ceiling),Previously finished surface(s) in the public area of the property is not maintained in good repair. Namely: Water pipe insulation found in state of disrepair (Peeling/Cracked). ,Closed
5440694,Laundry Room ,Ground Level ,Condition of floor does not permit easy cleaning. Namely: Laundry room floor found in state of disrepair (floor seems joined/connected with duct tape). ,Closed
5440694,"North/South Stairwell Wall(s)1st, 2nd, 3rd, 4th Hallway(s) ","Wall Repair Near Unit(s): 10, 16, 18, 19, 24, 26, 29.","Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials. Namely: Interior stairwell and hallway wall(s) found in a state of disrepair. ",Open
